"Code","Description","Parent","Table","Version"
"N397","Durability","N39","N","1.4"
"N398","Side-effects","N39","N","1.4"
"N399","Other","N39","N","1.4"
"N4","Applications, activities","N","N","1.4"
"N41","User activities","N4","N","1.4"
"N42","Proper use, limitations on use","N4","N","1.4"
"N43","Suitability, efficiency, effectiveness","N4","N","1.4"
"N44","Usefulness, obsolescence, degree of utilisation","N4","N","1.4"
"N45","Re-use, change in use, adaptability, flexibility","N4","N","1.4"
"N46","Consumption, waste, conservation, sustainability","N4","N","1.4"
"N461","Consumption","N46","N","1.4"
"N462","Waste","N46","N","1.4"
"N463","Conservation","N46","N","1.4"
"N464","Sustainability","N46","N","1.4"
"N465","Environmentally friendly design, green buildings","N46","N","1.4"
"N47","Mis-use, wrong use, mistakes in use","N4","N","1.4"
"N48","Failure, deficiency in use, defects","N4","N","1.4"
"N49","Other aspects","N4","N","1.4"
"N5","Users, resources","N","N","1.4"
"N51","User groups, communities","N5","N","1.4"
"N511","Hereditary groups","N51","N","1.4"
"N5111","Families","N511","N","1.4"
"N5112","Tribes","N511","N","1.4"
"N5114","Races","N511","N","1.4"
"N512","Organised groups","N51","N","1.4"
"N5121","Households","N512","N","1.4"
"N5122","Societies","N512","N","1.4"
"N5123","Associations","N512","N","1.4"
"N5124","Nations","N512","N","1.4"
"N513","Unorganised groups","N51","N","1.4"
"N5131","Crowds","N513","N","1.4"
"N5132","Masses","N513","N","1.4"
"N5133","Herds","N513","N","1.4"
"N52","Society, sociological characteristics","N5","N","1.4"
"N521","Demography","N52","N","1.4"
"N522","Customs","N52","N","1.4"
"N523","Morals, ethics","N52","N","1.4"
"N524","Social economics","N52","N","1.4"
"N525","Social psychology","N52","N","1.4"
"N53","People, users","N5","N","1.4"
"N531","Children","N53","N","1.4"
"N5311","Babies, infants","N531","N","1.4"
"N5312","Adolescents, teenagers","N531","N","1.4"
"N532","Adults","N53","N","1.4"
"N5321","Parents","N532","N","1.4"
"N5322","Old people","N532","N","1.4"
"N533","Females/males","N53","N","1.4"
"N5331","Females, women","N533","N","1.4"
"N5332","Males, men","N533","N","1.4"
"N534","People according to marital status","N53","N","1.4"
"N5341","Single, unmarried","N534","N","1.4"
"N5342","Married","N534","N","1.4"
"N5343","Divorced","N534","N","1.4"
"N535","People with special needs","N53","N","1.4"
"N5351","Sick people","N535","N","1.4"
"N5352","Physically handicapped people","N535","N","1.4"
"N5353","Mentally handicapped people","N535","N","1.4"
"N5354","Addicts","N535","N","1.4"
"N536","People according to economic status, other status","N53","N","1.4"
"N5361","Rich, high income","N536","N","1.4"
"N5362","Poor, low income","N536","N","1.4"
"N5363","Landlords","N536","N","1.4"
"N5364","Tenants, occupiers","N536","N","1.4"
"N5365","Homeless","N536","N","1.4"
"N5366","Employers","N536","N","1.4"
"N5367","Employees","N536","N","1.4"
"N537","People according to function, work","N53","N","1.4"
"N5371","Manual workers","N537","N","1.4"
"N5372","Administrative workers","N537","N","1.4"
"N5373","Professionals","N537","N","1.4"
"N5374","Passengers","N537","N","1.4"
"N5375","Visitors","N537","N","1.4"
"N539","Other people, users","N53","N","1.4"
"N54","Physical and mental properties and characteristics","N5","N","1.4"
"N541","Body properties and characteristics","N54","N","1.4"
"N5411","Anatomical properties and characteristics, posture","N541","N","1.4"
"N5412","Ergonomics","N541","N","1.4"
"N5413","Physiological properties and characteristics","N541","N","1.4"
"N5414","Anthropometrics","N541","N","1.4"
"N542","Comfort, convenience","N54","N","1.4"
"N543","Health, hygiene properties and characteristics","N54","N","1.4"
"N5431","Illness, disease","N543","N","1.4"
"N5433","Nutrition","N543","N","1.4"
"N5434","Cleanliness","N543","N","1.4"
"N5435","Sanitation","N543","N","1.4"
"N5437","Stress","N543","N","1.4"
"N544","Safety and security properties and characteristics","N54","N","1.4"
"N549","Other physical and mental properties and characteristics","N54","N","1.4"
"N55","Non-human users","N5","N","1.4"
"N551","Animals","N55","N","1.4"
"N552","Plants","N55","N","1.4"
"N553","Machines","N55","N","1.4"
"N56","Resource","N5","N","1.4"
"N561","Natural resources","N56","N","1.4"
"N562","Man-made resources","N56","N","1.4"
"N59","Other","N5","N","1.4"
"N6","Ease of use, workability","N","N","1.4"
"N61","Ease of storing","N6","N","1.4"
"N62","Ease of dismantling","N6","N","1.4"
"N63","Ease of moving","N6","N","1.4"
"N64","Ease of cutting","N6","N","1.4"
"N65","Ease of drilling","N6","N","1.4"
"N66","Ease of placing, connecting","N6","N","1.4"
"N661","Ease of coating","N66","N","1.4"
"N6611","Consistency","N661","N","1.4"
"N6612","Spreadability","N661","N","1.4"
"N6613","Hiding power","N661","N","1.4"
"N6614","Drying","N661","N","1.4"
"N662","Ease of joining, fixing","N66","N","1.4"
"N6621","Adhesiveness","N662","N","1.4"
"N6622","Cohesiveness","N662","N","1.4"
"N6623","Weldability","N662","N","1.4"
"N6624","Nailability","N662","N","1.4"
"N67","Ease of altering","N6","N","1.4"
"N68","Ease of cleaning","N6","N","1.4"
"N69","Other","N6","N","1.4"
"N7","Operation and maintenance","N","N","1.4"
"N71","Method of operation","N7","N","1.4"
"N72","Maintenance","N7","N","1.4"
"N721","Routine servicing","N72","N","1.4"
"N722","Cleaning","N72","N","1.4"
"N73","Overhaul and repair","N7","N","1.4"
"N74","Modification etc.","N7","N","1.4"
"N741","Alteration","N74","N","1.4"
"N742","Adaptation","N74","N","1.4"
"N743","Modification","N74","N","1.4"
"N744","Conversion","N74","N","1.4"
"N75","Restoration, replacement, etc.","N7","N","1.4"
"N751","Restoration","N75","N","1.4"
"N752","Reconstruction","N75","N","1.4"
"N753","Renovation","N75","N","1.4"
"N754","Renewal","N75","N","1.4"
"N755","Replacement","N75","N","1.4"
"N79","Other","N7","N","1.4"
"N8","Change, movement, stability","N","N","1.4"
"N81","Associative change","N8","N","1.4"
"N811","Integration","N81","N","1.4"
"N812","Acquisition","N81","N","1.4"
"N813","Concentration","N81","N","1.4"
"N814","Addition","N81","N","1.4"
"N815","Absorption","N81","N","1.4"
"N82","Dissociative change","N8","N","1.4"
"N821","Disintegration","N82","N","1.4"
"N822","Separation","N82","N","1.4"
"N823","Differentiation","N82","N","1.4"
"N824","Subtraction, removal, extraction","N82","N","1.4"
"N825","Leakage","N82","N","1.4"
"N826","Emission","N82","N","1.4"
"N827","Distribution","N82","N","1.4"
"N83","Transfer","N8","N","1.4"
"N831","Movement","N83","N","1.4"
"N832","Rhythm","N83","N","1.4"
"N84","Extensive change","N8","N","1.4"
"N841","Disturbance","N84","N","1.4"
"N842","Transformation","N84","N","1.4"
"N843","Renewal","N84","N","1.4"
"N844","Substitution","N84","N","1.4"
"N845","Revolution","N84","N","1.4"
"N85","Limited change, stability","N8","N","1.4"
"N851","Stability","N85","N","1.4"
"N86","Gradual change","N8","N","1.4"
"N861","Evolution, development, growth","N86","N","1.4"
"N862","Devolution, decline, ageing","N86","N","1.4"
"N863","Maturing","N86","N","1.4"
"N864","Curing","N86","N","1.4"
"N87","Quality change","N8","N","1.4"
"N871","Improvement","N87","N","1.4"
"N8711","Modernisation","N871","N","1.4"
"N8712","Reinforcement","N871","N","1.4"
"N8713","Toughening","N871","N","1.4"
"N8714","Stiffening","N871","N","1.4"
"N8715","Purification","N871","N","1.4"
"N872","Deterioration","N87","N","1.4"
"N8721","Dilapidation","N872","N","1.4"
"N8722","Dereliction","N872","N","1.4"
"N8723","Decay","N872","N","1.4"
"N8724","Wear","N872","N","1.4"
"N8725","Damage","N872","N","1.4"
"N8726","Breakage","N872","N","1.4"
"N8727","Weakening","N872","N","1.4"
"N88","Causes, effects of change","N8","N","1.4"
"N881","Introduction of change","N88","N","1.4"
"N8811","Innovation","N881","N","1.4"
"N8812","Discarding, scrapping","N881","N","1.4"
"N8813","Reclamation, recovery, salvage","N881","N","1.4"
"N8814","Restoration","N881","N","1.4"
"N882","Control of change","N88","N","1.4"
"N883","Protection from change","N88","N","1.4"
"N9","Other properties and characteristics","N","N","1.4"
"P","Materials","uniclass","P","1.4"
"P1","Stone, natural and reconstituted","P","P","1.4"
"P11","Stone, natural","P1","P","1.4"
"P1101","Basalt","P11","P","1.4"
"P1102","Bauxite","P11","P","1.4"
"P1103","Chalk","P11","P","1.4"
"P1104","Flint","P11","P","1.4"
"P1105","Granite","P11","P","1.4"
"P1106","Gravel","P11","P","1.4"
"P1107","Gritstone","P11","P","1.4"
"P1108","Limestone","P11","P","1.4"
"P1109","Marble","P11","P","1.4"
"P1110","Quartzite","P11","P","1.4"
"P1111","Sand","P11","P","1.4"
"P1112","Sandstone","P11","P","1.4"
"P1113","Slate, natural","P11","P","1.4"
"P12","Stone, reconstituted, reconstructed, cast","P1","P","1.4"
"P121","Slate, composite, reconstituted","P12","P","1.4"
"P14","Hemp","P1","P","1.4"
"P2","Cementitious, concrete and mineral-bound materials","P","P","1.4"
"P21","Cementitious materials, binders","P2","P","1.4"
"P211","Asbestos cement","P21","P","1.4"
"P212","Binders","P21","P","1.4"
"P213","Cement","P21","P","1.4"
"P214","Fibre cement","P21","P","1.4"
"P215","Glass reinforced cement (GRC)","P21","P","1.4"
"P216","Mineral fibre cement","P21","P","1.4"
"P217","Mortar","P21","P","1.4"
"P218","Terrazzo","P21","P","1.4"
"P219","Wood wool cement","P21","P","1.4"
"P22","Concrete, general","P2","P","1.4"
"P221","Concrete, aerated","P22","P","1.4"
"P222","Concrete, dense","P22","P","1.4"
"P223","Concrete, in situ","P22","P","1.4"
"P224","Concrete, lightweight aggregate","P22","P","1.4"
"P225","Concrete, precast","P22","P","1.4"
"P226","Concrete, prestressed","P22","P","1.4"
"P227","Concrete, reinforced","P22","P","1.4"
"P23","Other mineral-bound materials","P2","P","1.4"
"P231","Calcium silicate","P23","P","1.4"
"P232","Gypsum","P23","P","1.4"
"P2321","Glass reinforced gypsum (GRG)","P232","P","1.4"
"P233","Lime","P23","P","1.4"
"P234","Plaster","P23","P","1.4"
"P235","Sandlime","P23","P","1.4"
"P3","Minerals, excluding cementitious","P","P","1.4"
"P31","Mineral-based materials","P3","P","1.4"
"P311","Asbestos","P31","P","1.4"
"P312","Enamel","P31","P","1.4"
"P313","Fired shale","P31","P","1.4"
"P314","Glass","P31","P","1.4"
"P3141","Glass fibre","P314","P","1.4"
"P3142","Glass, cellular","P314","P","1.4"
"P315","Mica","P31","P","1.4"
"P316","Perlite","P31","P","1.4"
"P317","Quartz","P31","P","1.4"
"P318","Rock fibre","P31","P","1.4"
"P319","Vermiculite","P31","P","1.4"
"P32","Soils, natural","P3","P","1.4"
"P321","Bentonite","P32","P","1.4"
"P33","Clay-based materials","P3","P","1.4"
"P331","Ceramic","P33","P","1.4"
"P3311","Glazed ceramic","P331","P","1.4"
"P332","Clay","P33","P","1.4"
"P333","Earthenware","P33","P","1.4"
"P334","Fireclay","P33","P","1.4"
"P3341","Glazed fireclay","P334","P","1.4"
"P335","Porcelain","P33","P","1.4"
"P336","Terracotta","P33","P","1.4"
"P337","Vitreous china","P33","P","1.4"
"P34","Bitumen-based materials","P3","P","1.4"
"P341","Asphalt","P34","P","1.4"
"P342","Bitumen","P34","P","1.4"
"P3421","Bitumen polymer","P342","P","1.4"
"P3422","Fibre reinforced bitumen","P342","P","1.4"
"P343","Pitch","P34","P","1.4"
"P3431","Pitch fibre","P343","P","1.4"
"P3432","Pitch polymer","P343","P","1.4"
"P4","Metal","P","P","1.4"
"P41","Steel","P4","P","1.4"
"P411","Non-alloy steel, low manganese content","P41","P","1.4"
"P4111","Mild steel","P411","P","1.4"
"P4112","High-carbon steel","P411","P","1.4"
"P412","Non-alloy steel, high manganese content","P41","P","1.4"
"P413","Alloy steel","P41","P","1.4"
"P4131","Stainless steel","P413","P","1.4"
"P414","Coated, protected steel","P41","P","1.4"
"P4141","Electroplated steel","P414","P","1.4"
"P4142","Galvanised steel","P414","P","1.4"
"P4143","Polyester powder coated steel","P414","P","1.4"
"P4144","Sherardised steel","P414","P","1.4"
"P4145","Sprayed steel","P414","P","1.4"
"P4146","Terne coated stainless steel","P414","P","1.4"
"P4147","Vitreous enamelled steel","P414","P","1.4"
"P415","Steel by purpose","P41","P","1.4"
"P4151","Structural","P415","P","1.4"
"P4152","For pressure purposes","P415","P","1.4"
"P4153","For linepipe","P415","P","1.4"
"P4154","Engineering","P415","P","1.4"
"P4155","For concrete","P415","P","1.4"
"P4156","For rails","P415","P","1.4"
"P4157","For cold forming","P415","P","1.4"
"P4158","Weathering","P415","P","1.4"
"P4159","Corrosion resisting","P415","P","1.4"
"P419","Other steels","P41","P","1.4"
"P42","Iron","P4","P","1.4"
"P421","Cast iron","P42","P","1.4"
"P422","Malleable iron (spheroidal graphite cast iron)","P42","P","1.4"
"P423","Wrought iron","P42","P","1.4"
"P43","Aluminium","P4","P","1.4"
"P431","Aluminium alloy","P43","P","1.4"
"P432","Coated, protected aluminium","P43","P","1.4"
"P4321","Anodised aluminium","P432","P","1.4"
"P4322","Liquid organic coated aluminium","P432","P","1.4"
"P4323","Polyester powder coated aluminium","P432","P","1.4"
"P4324","Vitreous enamelled aluminium","P432","P","1.4"
"P44","Copper","P4","P","1.4"
"P45","Zinc","P4","P","1.4"
"P451","Zinc alloy, mazac","P45","P","1.4"
"P46","Lead","P4","P","1.4"
"P49","Other metals","P4","P","1.4"
"P491","Brass","P49","P","1.4"
"P492","Bronze","P49","P","1.4"
"P493","Nickel","P49","P","1.4"
"P494","Tin","P49","P","1.4"
"P495","Tungsten","P49","P","1.4"
"P499","Other","P49","P","1.4"
"P5","Timber","P","P","1.4"
"P51","Timber, wood, general","P5","P","1.4"
"P511","Hardwood","P51","P","1.4"
"P512","Softwood","P51","P","1.4"
"P52","Timber, wood, laminated","P5","P","1.4"
"P521","Blockboard","P52","P","1.4"
"P522","Glulam","P52","P","1.4"
"P523","Laminboard","P52","P","1.4"
"P524","Plywood","P52","P","1.4"
"P525","Veneers","P52","P","1.4"
"P53","Timber, wood, fibre building boards","P5","P","1.4"
"P531","Cellulose board","P53","P","1.4"
"P532","Flakeboard","P53","P","1.4"
"P533","Flaxboard","P53","P","1.4"
"P534","Strand board, oriented","P53","P","1.4"
"P535","Waferboard","P53","P","1.4"
"P536","Wood cement particleboard","P53","P","1.4"
"P6","Animal and vegetable materials, excluding timber","P","P","1.4"
"P61","Animal, insect material","P6","P","1.4"
"P611","Hair","P61","P","1.4"
"P612","Leather","P61","P","1.4"
"P613","Silk","P61","P","1.4"
"P614","Wool","P61","P","1.4"
"P62","Vegetable material","P6","P","1.4"
"P6201","Bark","P62","P","1.4"
"P6202","Cardboard","P62","P","1.4"
"P6203","Coir","P62","P","1.4"
"P6204","Cork","P62","P","1.4"
"P6205","Cotton","P62","P","1.4"
"P6206","Grass","P62","P","1.4"
"P6207","Hessian","P62","P","1.4"
"P6208","Jute","P62","P","1.4"
"P6209","Linen","P62","P","1.4"
"P6210","Linoleum","P62","P","1.4"
"P6211","Paper","P62","P","1.4"
"P6212","Reed","P62","P","1.4"
"P6213","Straw","P62","P","1.4"
"P7","Plastics, rubber, chemicals and synthetics","P","P","1.4"
"P71","Plastics, general","P7","P","1.4"
"P7101","Acrylonitrile-butadiene-styrene (ABS)","P71","P","1.4"
"P7102","Acrylic, polymethyl methacrylate","P71","P","1.4"
"P7103","Epoxy","P71","P","1.4"
"P7104","Polyamide","P71","P","1.4"
"P7105","Phenolic","P71","P","1.4"
"P7106","Polycarbonate","P71","P","1.4"
"P7107","Polyester","P71","P","1.4"
"P7108","Polyethylene, polythene","P71","P","1.4"
"P7109","Polyisocyanurate","P71","P","1.4"
"P7110","Polypropylene","P71","P","1.4"
"P7111","Polystyrene","P71","P","1.4"
"P7112","Polyurethane","P71","P","1.4"
"P7113","Poly vinyl chloride, plasticised (PVC)","P71","P","1.4"
"P7114","Poly vinyl chloride, unplasticised (PVC-U)","P71","P","1.4"
"P7115","Urea formaldehyde","P71","P","1.4"
"P7116","Vinyl","P71","P","1.4"
"P72","Plastics, composite","P7","P","1.4"
"P721","Glassfibre reinforced plastic (GRP)","P72","P","1.4"
"P722","Carbon fibre reinforced plastic","P72","P","1.4"
"P723","Resin bonded paper","P72","P","1.4"
"P73","Rubber-based materials, natural","P7","P","1.4"
"P731","Rubber","P73","P","1.4"
"P74","Rubber-based materials, synthetic","P7","P","1.4"
"P741","Butyl rubber","P74","P","1.4"
"P742","Neoprene","P74","P","1.4"
"P743","Silicone","P74","P","1.4"
"P744","Polysulfide","P74","P","1.4"
"P75","Chemicals, synthetics","P7","P","1.4"
"P751","Acids","P75","P","1.4"
"P752","Alkalis","P75","P","1.4"
"P753","Salts","P75","P","1.4"
"P9","Combined, other materials, undefined materials","P","P","1.4"
"P91","Combined, composite materials","P9","P","1.4"
